id,name,sex,nationality,height,weight,age_2024,distance_m,sim_pace_sec_per_100m,sim_time_sec
321939680,Andre Pereira,male,BRA,1.85,84.0,31,400,57.65,230.61
321939680,Andre Pereira,male,BRA,1.85,84.0,31,1500,67.09,1006.35
161123035,Andrea Cedron,female,PER,1.69,62.0,31,800,64.25,514.03
626748734,Andrea Chiarabini,male,ITA,1.79,79.0,29,200,55.78,111.57
575091525,Andrea D'Arrigo,male,ITA,1.94,85.0,29,200,53.48,106.96
575091525,Andrea D'Arrigo,male,ITA,1.94,85.0,29,800,61.85,494.76
419373605,Andrea Fondelli,male,ITA,1.9,96.0,30,200,58.69,117.38
65085149,Andrea Kneppers,female,NED,1.75,67.0,31,800,62.56,500.49
448392462,Andrea Murez,female,ISR,1.84,77.0,32,800,67.03,536.26
234036323,Andrea Toniato,male,ITA,1.82,82.0,33,200,57.97,115.95
234036323,Andrea Toniato,male,ITA,1.82,82.0,33,800,60.91,487.3
908623609,Andreas Vazaios,male,GRE,1.9,85.0,30,800,62.28,498.28
494617052,Andrei Shabasov,male,RUS,1.8,73.0,30,400,56.08,224.31
494617052,Andrei Shabasov,male,RUS,1.8,73.0,30,1500,65.15,977.31
494617052,Andrei Shabasov,male,RUS,1.8,73.0,30,800,61.39,491.1
264432420,Andreina Pinto,female,VEN,1.76,68.0,33,1500,70.33,1054.93
164276381,Andrew Chetcuti,male,MLT,1.77,72.0,32,800,61.89,495.1
164276381,Andrew Chetcuti,male,MLT,1.77,72.0,32,400,56.83,227.33
164276381,Andrew Chetcuti,male,MLT,1.77,72.0,32,1500,66.02,990.27
584794145,Andrew Willis,male,GBR,1.89,88.0,34,400,59.86,239.43
584794145,Andrew Willis,male,GBR,1.89,88.0,34,1500,66.91,1003.59
584794145,Andrew Willis,male,GBR,1.89,88.0,34,800,64.74,517.91
915732512,Andrey Grechin,male,RUS,1.99,99.0,37,800,64.34,514.68
915732512,Andrey Grechin,male,RUS,1.99,99.0,37,400,60.15,240.61
915732512,Andrey Grechin,male,RUS,1.99,99.0,37,1500,66.01,990.18
619323217,Andrii Govorov,male,UKR,1.9,89.0,32,1500,63.99,959.9
789218383,Andrija Prlainovic,male,SRB,1.87,93.0,37,200,52.74,105.49
789218383,Andrija Prlainovic,male,SRB,1.87,93.0,37,400,60.56,242.23
789218383,Andrija Prlainovic,male,SRB,1.87,93.0,37,800,64.18,513.47
109066206,Andrius Sidlauskas,male,LTU,1.87,77.0,27,800,61.7,493.59
277394115,Andro Buslje,male,CRO,2.0,115.0,38,400,64.17,256.67
277394115,Andro Buslje,male,CRO,2.0,115.0,38,1500,71.25,1068.79
647265868,Angelika Sita Ouedraogo,female,BUR,1.72,63.0,31,400,62.05,248.19
647265868,Angelika Sita Ouedraogo,female,BUR,1.72,63.0,31,200,54.82,109.64
493430225,Angelos Vlachopoulos,male,GRE,1.79,75.0,33,400,57.72,230.86
493430225,Angelos Vlachopoulos,male,GRE,1.79,75.0,33,200,56.2,112.39
145066330,Anita Alvarez,female,USA,1.71,51.0,28,1500,65.71,985.65
145066330,Anita Alvarez,female,USA,1.71,51.0,28,400,55.55,222.22
639948235,Anja Crevar,female,SRB,1.64,49.0,24,800,63.54,508.31
623213060,Anja Klinar,female,SLO,1.7,62.0,36,800,65.68,525.47
110782111,Anna Dowgiert,female,POL,1.7,58.0,34,800,65.46,523.71
110782111,Anna Dowgiert,female,POL,1.7,58.0,34,1500,65.84,987.64
800527374,Anna Espar Llaquet,female,ESP,1.8,66.0,31,400,64.11,256.45
800527374,Anna Espar Llaquet,female,ESP,1.8,66.0,31,200,55.95,111.89
800527374,Anna Espar Llaquet,female,ESP,1.8,66.0,31,1500,70.02,1050.27
739353909,Anna Greta Olasz,female,HUN,1.68,55.0,31,400,58.52,234.08
721775367,Anna Grineva,female,RUS,1.85,87.0,36,800,67.3,538.44
128450991,Anna Illes,female,HUN,1.8,73.0,30,800,63.81,510.49
218793925,Anna Karnaukh,female,RUS,1.73,61.0,31,800,63.41,507.28
613249321,Anna Ntountounaki,female,GRE,1.77,66.0,29,1500,65.26,978.95
613249321,Anna Ntountounaki,female,GRE,1.77,66.0,29,800,63.01,504.08
602398132,Anna Santamans,female,FRA,1.77,61.0,31,200,57.48,114.96
602398132,Anna Santamans,female,FRA,1.77,61.0,31,400,59.99,239.97
320661487,Anna Sztankovics,female,HUN,1.77,63.0,28,400,59.13,236.51
475900147,Anna Timofeeva,female,RUS,1.78,86.0,37,400,64.03,256.11
760246597,Anna Ustyukhina,female,RUS,1.77,70.0,35,200,55.81,111.61
760246597,Anna Ustyukhina,female,RUS,1.77,70.0,35,400,64.73,258.91
628102440,Anna Voloshyna,female,UKR,1.68,53.0,33,400,59.77,239.07
628102440,Anna Voloshyna,female,UKR,1.68,53.0,33,200,58.44,116.88
878372430,Anna-Maria Alexandri,female,AUT,1.7,48.0,27,1500,65.51,982.6
878372430,Anna-Maria Alexandri,female,AUT,1.7,48.0,27,400,60.09,240.34
878372430,Anna-Maria Alexandri,female,AUT,1.7,48.0,27,200,52.0,104.0
724113769,Annika Bruhn,female,GER,1.83,69.0,32,400,60.86,243.44
724113769,Annika Bruhn,female,GER,1.83,69.0,32,800,65.07,520.55
724113769,Annika Bruhn,female,GER,1.83,69.0,32,200,56.55,113.1
293695659,Anthonny Sitraka Ralefy,male,MAD,1.82,79.0,29,1500,62.28,934.18
293695659,Anthonny Sitraka Ralefy,male,MAD,1.82,79.0,29,800,60.74,485.88
261223419,Anthony Ervin,male,USA,1.91,80.0,43,400,58.21,232.86
261223419,Anthony Ervin,male,USA,1.91,80.0,43,1500,71.24,1068.6
989516794,Anton Chupkov,male,RUS,1.88,71.0,27,200,51.8,103.61
989516794,Anton Chupkov,male,RUS,1.88,71.0,27,1500,63.96,959.39
393253446,Anton Ipsen,male,DEN,1.86,74.0,30,800,63.96,511.67
393253446,Anton Ipsen,male,DEN,1.86,74.0,30,400,57.32,229.28
108256011,Anton McKee,male,ISL,1.83,84.0,31,400,59.6,238.4
108256011,Anton McKee,male,ISL,1.83,84.0,31,200,56.08,112.17
108256011,Anton McKee,male,ISL,1.83,84.0,31,800,62.05,496.39
438649023,Antonio Arroyo Perez,male,ESP,1.7,68.0,30,800,60.39,483.13
53317288,Antonio PETROVIC,male,MNE,1.93,98.0,42,200,56.42,112.85
53317288,Antonio PETROVIC,male,MNE,1.93,98.0,42,1500,70.04,1050.54
151724741,Antonio Petkovic,male,CRO,1.9,90.0,38,800,65.12,520.94
151724741,Antonio Petkovic,male,CRO,1.9,90.0,38,200,60.59,121.19
151724741,Antonio Petkovic,male,CRO,1.9,90.0,38,1500,66.79,1001.82
503893240,Anze Tavcar,male,SLO,1.87,79.0,30,800,58.84,470.73
503893240,Anze Tavcar,male,SLO,1.87,79.0,30,1500,67.39,1010.78
746896443,Apostolos Christou,male,GRE,1.98,88.0,28,800,62.5,500.01
381423797,Ari-Pekka Liukkonen,male,FIN,2.08,92.0,35,1500,64.62,969.27
381423797,Ari-Pekka Liukkonen,male,FIN,2.08,92.0,35,800,64.8,518.38
381423797,Ari-Pekka Liukkonen,male,FIN,2.08,92.0,35,400,57.35,229.39
952365137,Aria Fischer,female,USA,1.83,78.0,25,400,57.65,230.58
952365137,Aria Fischer,female,USA,1.83,78.0,25,1500,69.1,1036.54
952365137,Aria Fischer,female,USA,1.83,78.0,25,200,60.34,120.68
177132328,Arianna Castiglioni,female,ITA,1.67,55.0,27,800,59.64,477.14
177132328,Arianna Castiglioni,female,ITA,1.67,55.0,27,200,54.69,109.37
712016882,Arianna Garibotti,female,ITA,1.69,64.0,35,400,62.21,248.85
712016882,Arianna Garibotti,female,ITA,1.69,64.0,35,800,65.71,525.7
712016882,Arianna Garibotti,female,ITA,1.69,64.0,35,1500,67.28,1009.26
656130098,Arianna Vanderpool-Wallace,female,BAH,1.68,61.0,34,200,57.4,114.8
656130098,Arianna Vanderpool-Wallace,female,BAH,1.68,61.0,34,400,63.5,253.99
197129425,Arina Openysheva,female,RUS,1.68,59.0,25,400,57.88,231.51
223079860,Arseth Heather,female,MRI,1.71,61.0,33,200,56.02,112.03
574180353,Arya Nasimi Shad,male,IRI,1.78,68.0,25,400,56.48,225.94
687479557,Ash Southern,female,AUS,1.88,82.0,32,400,63.3,253.19
687479557,Ash Southern,female,AUS,1.88,82.0,32,800,67.32,538.56
687479557,Ash Southern,female,AUS,1.88,82.0,32,1500,67.4,1011.05
143278150,Ashleigh Johnson,female,USA,1.86,81.0,30,400,64.24,256.98
143278150,Ashleigh Johnson,female,USA,1.86,81.0,30,800,66.92,535.34
902296774,Ashton Baumann,male,CAN,1.91,74.0,31,200,51.37,102.75
902296774,Ashton Baumann,male,CAN,1.91,74.0,31,800,60.65,485.22
902296774,Ashton Baumann,male,CAN,1.91,74.0,31,400,57.21,228.83
877684883,Atsushi Arai,male,JPN,1.69,62.0,30,400,58.63,234.54
50738602,Atsuto Iida,male,JPN,1.81,82.0,31,800,62.53,500.27
50738602,Atsuto Iida,male,JPN,1.81,82.0,31,200,56.34,112.67
50738602,Atsuto Iida,male,JPN,1.81,82.0,31,1500,61.96,929.43
731428841,Attila Decker,male,HUN,1.97,94.0,37,400,62.58,250.3
731428841,Attila Decker,male,HUN,1.97,94.0,37,1500,68.31,1024.63
731428841,Attila Decker,male,HUN,1.97,94.0,37,200,57.98,115.97
330818489,Audrey Lacroix,female,CAN,1.63,54.0,41,1500,71.2,1067.93
364491097,Aurelie Muller,female,FRA,1.69,57.0,34,200,58.9,117.8
932761050,Awa Ly Ndiaye,female,SEN,1.69,53.0,24,1500,66.58,998.64
932761050,Awa Ly Ndiaye,female,SEN,1.69,53.0,24,400,57.25,229.02
603312305,Azad Albarzi,male,SYR,1.95,85.0,36,1500,65.78,986.74
603312305,Azad Albarzi,male,SYR,1.95,85.0,36,400,63.46,253.83
603312305,Azad Albarzi,male,SYR,1.95,85.0,36,200,55.17,110.34
21166109,Baean Jouma,female,SYR,1.82,76.0,30,1500,72.72,1090.86
302183046,Balasz Sziranyi Somogyi,male,ESP,1.96,106.0,41,1500,71.05,1065.79
302183046,Balasz Sziranyi Somogyi,male,ESP,1.96,106.0,41,200,60.82,121.63
302183046,Balasz Sziranyi Somogyi,male,ESP,1.96,106.0,41,400,63.11,252.45
682683760,Balazs Erdelyi,male,HUN,1.96,94.0,34,400,60.47,241.88
682683760,Balazs Erdelyi,male,HUN,1.96,94.0,34,200,58.2,116.4
958780251,Balazs Harai,male,HUN,2.02,110.0,37,1500,66.11,991.62
958780251,Balazs Harai,male,HUN,2.02,110.0,37,800,66.06,528.45
628540930,Barbara Bujka,female,HUN,1.72,82.0,38,800,68.53,548.24
628540930,Barbara Bujka,female,HUN,1.72,82.0,38,400,63.56,254.22
628540930,Barbara Bujka,female,HUN,1.72,82.0,38,200,63.41,126.83
233978154,Barbora Seemanova,female,CZE,1.75,56.0,24,1500,64.26,963.88
759587471,Barbora Zavadova,female,CZE,1.77,68.0,31,400,60.12,240.47
759587471,Barbora Zavadova,female,CZE,1.77,68.0,31,1500,67.94,1019.15
670680423,Basten Caerts,male,BEL,1.85,85.0,27,400,58.84,235.37
670680423,Basten Caerts,male,BEL,1.85,85.0,27,1500,62.01,930.08
670680423,Basten Caerts,male,BEL,1.85,85.0,27,800,62.19,497.53
864630818,Beatrice Callegari,female,ITA,1.75,60.0,33,800,64.38,515.08
483770449,Beatriz Feres,female,BRA,1.63,56.0,36,200,57.02,114.04
483770449,Beatriz Feres,female,BRA,1.63,56.0,36,1500,66.11,991.6
871879403,Beatriz Ortiz Munoz,female,ESP,1.76,64.0,29,400,55.7,222.81
871879403,Beatriz Ortiz Munoz,female,ESP,1.76,64.0,29,1500,65.19,977.88
871879403,Beatriz Ortiz Munoz,female,ESP,1.76,64.0,29,800,63.66,509.25
782850902,Belinda Hocking,female,AUS,1.67,57.0,34,1500,67.51,1012.7
905247284,Ben Proud,male,GBR,1.89,92.0,30,200,56.76,113.53
905247284,Ben Proud,male,GBR,1.89,92.0,30,1500,64.32,964.75
905247284,Ben Proud,male,GBR,1.89,92.0,30,400,57.06,228.24
764834942,Ben Schwietert,male,NED,1.92,83.0,27,400,55.84,223.37
